pair_id	premise	hypothesis	annotation_1	comment_1	annotator1_id	annotation_2	comment_2	annotator2_id	annotation_3	comment_3	annotator3_id	annotation_FINAL	label
P1699	Med moje naloge sodi tudi polnjenje polic in naročanje izdelkov .	Moje zadolžitve obsegajo dodajanje izdelkov na police in njihovo naročanje.	E		annotator_F	E		annotator_C				E	entailment
P1700	Med moje naloge sodi tudi polnjenje polic in naročanje izdelkov .	Trgovina mora imeti vedno prave količine izdelkov in skrbeti, da so ti na voljo.	N		annotator_F	N		annotator_C				N	neutral
P1701	Med moje naloge sodi tudi polnjenje polic in naročanje izdelkov .	Moje delo obsega le vizualno kontrolo polic in zaloge dobrin v trgovini.	C		annotator_F	C		annotator_I				C	contradiction
P1702	Prosim, da ponovno ugotovimo prisotnost v dvorani in da jo vsi potrdite, ki sedite v dvorani!	Prosila bi vas, da v znamenje svoje prisotnosti dvignete roko, ko boste zaslišali svoje ime.	N		annotator_A	N		annotator_C				N	neutral
P1703	Prosim, da ponovno ugotovimo prisotnost v dvorani in da jo vsi potrdite, ki sedite v dvorani!	Vse, ki ste v tem trenutku navzoči v dvorani, prosim, da svojo prisotnost še enkrat potrdite.	E		annotator_A	E		annotator_D				E	entailment
P1704	Prosim, da ponovno ugotovimo prisotnost v dvorani in da jo vsi potrdite, ki sedite v dvorani!	Če ste pred kratkim zapustili dvorano, vas prosim, da svojo prisotnost v nadaljevanju potrdite.	C		annotator_A	C		annotator_D				C	contradiction
P1705	49.b člen Organ skupne občinske uprave vodi predstojnik, ki ga imenujejo in razrešujejo župani občin, ki so ustanovile organ skupne občinske uprave.	49.b člen Vsako leto je s strani županov občin določen nov predstojnik skupne občinske uprave, letos so novega kandidata soglasno sprejeli.	N		annotator_D	N		annotator_A				N	neutral
P1706	49.b člen Organ skupne občinske uprave vodi predstojnik, ki ga imenujejo in razrešujejo župani občin, ki so ustanovile organ skupne občinske uprave.	49.b člen Predstojnik skupne občinske uprave je le stranski lik pri njenem vodenju; župani občin kot ustanovitelji skupne občinske uprave pri njegovem imenovanju in razrešitvi ne sodelujejo.	C		annotator_D	C		annotator_B				C	contradiction
P1707	49.b člen Organ skupne občinske uprave vodi predstojnik, ki ga imenujejo in razrešujejo župani občin, ki so ustanovile organ skupne občinske uprave.	49.b člen Na čelu organa kolektivnega občinskega vodstva je predstavnik, imenovan in zamenjan s strani županov občin, ustanoviteljev organa kolektivnega občinskega vodstva.	E		annotator_D	E		annotator_G				E	entailment
P1708	Dajem predlog, da se jutri dela, na glasovanje.	Glasujmo: jaz sem za, da jutri delamo, kaj menite vi?	E		annotator_D	N		annotator_A	N		annotator_C	N	neutral
P1709	Dajem predlog, da se jutri dela, na glasovanje.	Imamo veliko dela, četudi je dela prost dan, a lahko vseeno glasujemo, ali bomo doma ali ne.	N		annotator_D	N		annotator_B				N	neutral
P1710	Dajem predlog, da se jutri dela, na glasovanje.	Jutri gotovo delamo, o tem ne bomo razpravljali.	C		annotator_D	C		annotator_B				C	contradiction
P1711	Poročno obleko , pravzaprav klasičen kostimček brez posebnih okraskov, bosta Camilli sešili modni ustvarjalki Anna Valentine in Antonia Robinson.	Camilla rada nosi obleke modnih oblikovalk Anne Valentine in Antonie Robinson (pri lastnicah modnega ateljeja Robinson Valentine se oblačijo mnoge slavne gospe modre krvi).										E	entailment
P1712	Košarkar moštva Los Angeles Lakers Ron Artest se je odločil za neobičajno spremembo kariere.	Lakersov košarkar Ron Artest se je odločil preizkusiti tudi v glasbeni industriji.										E	entailment
P1713	»Saj ne morem verjeti!« sem kriknila in strmela v krompir.	Bolščeč v krompir sem se zadrla, da to ne more biti res.	E		annotator_D	E		annotator_A				E	entailment
P1714	»Saj ne morem verjeti!« sem kriknila in strmela v krompir.	Kar nisem mogla dojeti, da sem bila zares sprejeta na izbrano fakulteto; nejeverno sem strmela v moj pire krompir.	N		annotator_D	N		annotator_G				N	neutral
P1715	»Saj ne morem verjeti!« sem kriknila in strmela v krompir.	Zavpila sem: »Vedela sem, da bo tako!« in se zazrla stran od krožnika.	C		annotator_D	C		annotator_G				C	contradiction
P1716	Če se odločite za plačilo v celoti, Vam pripada 10% popusta na polno ceno abonmaja.	Ob plačilu z gotovino v celoti vam kot zvesti stranki pripada še dodatni 10 % popust za študentski abonma.	N		annotator_A	N		annotator_D				N	neutral
P1717	Če se odločite za plačilo v celoti, Vam pripada 10% popusta na polno ceno abonmaja.	V primeru plačila na obroke vam pripada dodatni popust, ki bo končni znesek zmanjšal za kar desetino.	C		annotator_A	C		annotator_G				C	contradiction
P1718	Če se odločite za plačilo v celoti, Vam pripada 10% popusta na polno ceno abonmaja.	Če boste za abonma plačali v enkratnem znesku, dobite še 10-odstotni popust na celotno vsoto.	E		annotator_A	N		annotator_B	E		annotator_C	E	entailment
P1719	»Kaj pa tako gledaš?« sem jo naposled vprašala.	Na koncu sem jo vseeno vprašala, zakaj tako bulji.	E		annotator_E	E		annotator_A				E	entailment
P1720	»Kaj pa tako gledaš?« sem jo naposled vprašala.	Ni se znala brigati zase, zato sem ji rekla, naj neha tako gledati.	N		annotator_E	N		annotator_C				N	neutral
P1721	»Kaj pa tako gledaš?« sem jo naposled vprašala.	Opazila sem, da se je nekam zagledala, a sem jo pustila pri miru.	C		annotator_E	C		annotator_D				C	contradiction
P1722	Vdova, ki ima poleg pravice do vdovske tudi pravico do starostne ali invalidske pokojnine, lahko uživa pokojnino, ki si jo sama izbere.	Zavod za pokojninsko in invalidsko zavarovanje Slovenije invalidni vdovi samovoljno določi vrsto pokojnine.	C		annotator_C	C		annotator_A				C	contradiction
P1723	Vdova, ki ima poleg pravice do vdovske tudi pravico do starostne ali invalidske pokojnine, lahko uživa pokojnino, ki si jo sama izbere.	Žena, ki izpolnjuje ustrezne kriterije, se lahko po moževi smrti sama odloči, ali bo prejemala vdovsko, starostno ali invalidsko penzijo.	E		annotator_C	E		annotator_G				E	entailment
P1724	Vdova, ki ima poleg pravice do vdovske tudi pravico do starostne ali invalidske pokojnine, lahko uživa pokojnino, ki si jo sama izbere.	Upravičenci do več različnih tipov penzije lahko med njimi izbirajo, pri čemer je izvzeto sočasno prejemanje dveh ali več pokojnin.	N		annotator_C	N		annotator_G				N	neutral
P1725	Če se zaprosilo za zaplembo nanaša na določen del premoženja, se lahko pogodbenici dogovorita, da zaprošena pogodbenica izvrši zaplembo v obliki zahteve za plačilo denarnega zneska, ki ustreza vrednosti premoženja.	Zaplembo se lahko izvede tudi v obliki zahtevka za plačilo denarnega zneska, ki ustreza vrednosti premoženjske koristi, a le v primeru uradnega dogovora med pogodbenicama.	E		annotator_A	E		annotator_B				E	entailment
P1726	Če se zaprosilo za zaplembo nanaša na določen del premoženja, se lahko pogodbenici dogovorita, da zaprošena pogodbenica izvrši zaplembo v obliki zahteve za plačilo denarnega zneska, ki ustreza vrednosti premoženja.	Zaprosilo za zaplembo, ki je vezana na specifičen del premoženja, se ne more udejanjiti na noben način, ki bi rezultiral v izplačilu v denarnih sredstvih.	C		annotator_A	C		annotator_C				C	contradiction
P1727	Če se zaprosilo za zaplembo nanaša na določen del premoženja, se lahko pogodbenici dogovorita, da zaprošena pogodbenica izvrši zaplembo v obliki zahteve za plačilo denarnega zneska, ki ustreza vrednosti premoženja.	Kadar je podano izplačilo za zaplembo nepremičnin, podpisnici pogodbe lahko skleneta dogovor, da se zaplemba izvede v obliki zahtevka za plačilo denarnega zneska, ki je enak vrednosti omenjenih nepremičnin.	N		annotator_A	N		annotator_D				N	neutral
P1728	Pri tem pazimo, da ne škropimo v cvet, temveč le po listih in deblu rastlin.	Pozorni moramo biti, da ne špricamo v cvet rastline, marveč zgolj po njenih listih in deblu.	E		annotator_C	E		annotator_D				E	entailment
P1729	Pri tem pazimo, da ne škropimo v cvet, temveč le po listih in deblu rastlin.	Pri tem pazimo, da gnojila ne trosimo po cvetu rože, pač pa naokrog, kjer so listi in deblo.	N		annotator_C	N		annotator_D				N	neutral
P1730	Pri tem pazimo, da ne škropimo v cvet, temveč le po listih in deblu rastlin.	Pomembno je, da ob tem poškropimo predvsem cvet rastline, ne pa tudi drugih delov kot so listi in deblo.	C		annotator_C	C		annotator_G				C	contradiction
P1731	Takšnega so me torej videli: ožganega od sonca, z razmršeno grivo in z brado, pristriženo s sulico, s starikavim in negotovim spolom pod opasnikom, z mojimi starimi čevlji in mojim izgubljenim jezikom.	Številna leta sem preživel v samoti, kjer sem se marsičesa naučil, med drugim tudi to, da ko si sam in prepuščen milosti in nemilosti naravi ter njenim dejavnikom, je preživetje pomembnejše od izgleda.	N		annotator_G	N		annotator_A				N	neutral
P1732	Takšnega so me torej videli: ožganega od sonca, z razmršeno grivo in z brado, pristriženo s sulico, s starikavim in negotovim spolom pod opasnikom, z mojimi starimi čevlji in mojim izgubljenim jezikom.	Takšen sem bil: zagorel, oguljen in neurejen ter star, hodil sem z veslom na rami, obut sem bil v prastare pošvedrane čevlje, bil sem bolj tih, kos blaga, ki mi je zakrival mednožje, pa je bil že star in umazan.	E		annotator_G	N		annotator_A	N		annotator_C	N	neutral
P1733	S statusom študenta pridobi študent vse pravice, ki jih zagotavlja Zakon o visokem šolstvu.	Študentski status s seboj prinaša vse pravice, navedene v ZVis.	E		annotator_C	E		annotator_B				E	entailment
P1734	S statusom študenta pridobi študent vse pravice, ki jih zagotavlja Zakon o visokem šolstvu.	Status študenta avtomatično zagotavlja pravico do opravljanja študentskega dela, subvencioniranega prevoza, bivanja ter prehrane.	N		annotator_C	N		annotator_D				N	neutral
P1735	S statusom študenta pridobi študent vse pravice, ki jih zagotavlja Zakon o visokem šolstvu.	Študenti s statusom morajo za pridobitev posameznih pravic zaprositi sami.	C		annotator_C	C		annotator_G				C	contradiction
P1736	Kljub temu pa tako opredeljeno vseživljenjsko učenje in izobraževanje ne obsega celotnega človekovega življenja.	Kot lahko sklepamo že iz samega termina, je vseživljenjsko učenje in izobraževanje proces, ki je vezan na vsa obdobja človekovega življenja.	C		annotator_A	C		annotator_C				C	contradiction
P1737	Kljub temu pa tako opredeljeno vseživljenjsko učenje in izobraževanje ne obsega celotnega človekovega življenja.	Vseživljenjsko učenje in izobraževanje kljub splošnemu prepričanju ljudi ne more obsegati celotnega življenja, le avtonomno izbrana obdobja.	N		annotator_A	N		annotator_C				N	neutral
P1738	Kljub temu pa tako opredeljeno vseživljenjsko učenje in izobraževanje ne obsega celotnega človekovega življenja.	Glede na tovrstno razlago lahko razumemo, da se vseživljenjsko učenje in izobraževanje ne odvija v vseh obdobjih življenja.	E		annotator_A	E		annotator_D				E	entailment
P1739	Earliking je zelo zgodnja sorta izvrstne kakovosti; primerna je za gojenje na območjih s hladnejšim podnebjem.	Za tople podnebne razmere strokovnjaki ne bi priporočili gojenje vrste earliking, kljub temu da je to izjemno kakovostna sorta.	E		annotator_B	E		annotator_A				E	entailment
P1740	Earliking je zelo zgodnja sorta izvrstne kakovosti; primerna je za gojenje na območjih s hladnejšim podnebjem.	Za gojenje in uspevanje izredno kakovostne sorte earliking so nujno potrebne visoke temperature in malo padavin.	C		annotator_B	C		annotator_C				C	contradiction
P1741	Earliking je zelo zgodnja sorta izvrstne kakovosti; primerna je za gojenje na območjih s hladnejšim podnebjem.	Gojenje sorte earliking, zgodnje in izjemno kakovostne vrste, je priljubljeno predvsem v severnejših državah.	N		annotator_B	N		annotator_D				N	neutral
P1742	Preveč me je sram, da bi ti povedala, koliko sem jih naštela.	Vedno mi lahko karkoli poveš, ne glede na to, kako nerodno ti je.	N		annotator_G	N	Menjava osebe.	annotator_C				N	neutral
P1743	Preveč me je sram, da bi ti povedala, koliko sem jih naštela.	Me je pa kar malo sram priznati, koliko se jih je že nabralo.	E		annotator_G	E		annotator_C				E	entailment
P1744	Preveč me je sram, da bi ti povedala, koliko sem jih naštela.	Brez sramu ti lahko priznam, da nimam prav nobenih.	C		annotator_G	C		annotator_D				C	contradiction
P1745	Kot fusion-scission se šteje tudi operacija, pri kateri prenosna družba del svojega premoženja »združi« s celotnim premoženjem druge delujoče družbe.	Fusion-scission je termin, ki se uporablja v primeru, ko prenosna družba 50 % delež svojega premoženja spoji s kompletnim premoženjem druge aktivne družbe.	N		annotator_A	N		annotator_B				N	neutral
P1746	Kot fusion-scission se šteje tudi operacija, pri kateri prenosna družba del svojega premoženja »združi« s celotnim premoženjem druge delujoče družbe.	Kadar prenosna družba želi delež svojega premoženja odcepiti od premoženja drugih partnerskih družb, za ta proces uporabimo izraz fusion-scission.	C		annotator_A	C		annotator_C				C	contradiction
P1747	Kot fusion-scission se šteje tudi operacija, pri kateri prenosna družba del svojega premoženja »združi« s celotnim premoženjem druge delujoče družbe.	Pod pojem fusion-scission se uvrščajo tiste korporacijske aktivnosti, s katerimi prenosna družba prenaša dele svojega premoženja na več obstoječih družb.	E		annotator_A	E		annotator_G				E	entailment
P1748	Nad pričakovanji je bila rast zalog, kar je po visokih vrednostih v letih 2002 in 2003 lani k celoletni gospodarski rasti prispevalo kar 0.8 odstotne točke.	Nikoli ne bi mogli predvideti, da bo količina zalog narasla do te mere, da bo gospodarsko rast po zelo slabem obdobju ponovno dvignila za 0,8 %.	N		annotator_A	E		annotator_G	E		annotator_C	E	entailment
P1749	Nad pričakovanji je bila rast zalog, kar je po visokih vrednostih v letih 2002 in 2003 lani k celoletni gospodarski rasti prispevalo kar 0.8 odstotne točke.	Lani beležimo nekajdeset procentov višjo gospodarsko rast kot smo je bili vajeni v predhodnih letih, celo količina zalog se je zmanjšala.	C		annotator_A	C		annotator_B				C	contradiction
P1750	Nad pričakovanji je bila rast zalog, kar je po visokih vrednostih v letih 2002 in 2003 lani k celoletni gospodarski rasti prispevalo kar 0.8 odstotne točke.	V lanskem letu se je gospodarska rast dvignila za kar osem desetin odstotka zlasti na podlagi rasti zalog, ki je bila tokrat nad pričakovanji.	E		annotator_A	E		annotator_C				E	entailment
P1751	Samoupravne narodne skupnosti sodelujejo z matičnima narodoma in njunima državama, s pripadniki narodnih skupnosti v drugih državah in z mednarodnimi organizacijami.	Narodne skupnosti, ki same vodijo svoje delovanje, ohranjajo vez z matičnim narodom in predstavniki narodnih skupnosti v drugih državah z organizacijo raznih kulturnih prireditev.	N		annotator_D	E		annotator_B	N		annotator_C	N	neutral
P1752	Samoupravne narodne skupnosti sodelujejo z matičnima narodoma in njunima državama, s pripadniki narodnih skupnosti v drugih državah in z mednarodnimi organizacijami.	Samoupravne narodne skupnosti so povsem samostojne in izolirane od matičnega naroda, stikov nimajo niti z njunima državama niti s pripadniki narodnih skupnosti drugod, prav tako se distancirajo od delovanja mednarodnih organizacij.	C		annotator_D	C		annotator_C				C	contradiction
P1753	Samoupravne narodne skupnosti sodelujejo z matičnima narodoma in njunima državama, s pripadniki narodnih skupnosti v drugih državah in z mednarodnimi organizacijami.	Narodna manjšina, ki sama vodi svojo upravo, se povezuje z matičnima narodoma in njunima državama, s predstavniki narodnih manjšin drugod in z internacionalnimi organizacijami.	E		annotator_D	E		annotator_G				E	entailment
P1754	“Dvomim, da vem kaj več kakor vi,“ je odvrnila Teodora.	Teodora je v pogovoru izrazila dvom, da sama ve več o tematiki gojenja rastlin kot njen sogovorec.	N		annotator_F	E		annotator_A	N		annotator_C	N	neutral
P1755	“Dvomim, da vem kaj več kakor vi,“ je odvrnila Teodora.	Teodora je jasno izrazila, da ve povedati več kot sogovornik.	C		annotator_F	C		annotator_D				C	contradiction
P1756	“Dvomim, da vem kaj več kakor vi,“ je odvrnila Teodora.	Teodora je vrnila repliko rekoč, da najverjetneje ve enako veliko.	E		annotator_F	E		annotator_G				E	entailment
P1757	Če ne bi blo vere bo biu svet velik lepši!	Brez religije bi nam blo na svetu bolš.	E		annotator_A	E		annotator_B				E	entailment
P1758	Če ne bi blo vere bo biu svet velik lepši!	Popačene verske prakse nam uničujejo življenja.	N		annotator_A	N		annotator_D				N	neutral
P1759	Če ne bi blo vere bo biu svet velik lepši!	Svet bi biu najboljši, če bi vsi verjel u Boga.	C		annotator_A	C		annotator_I				C	contradiction
P1760	Bil je popolnoma tiho, komaj si je upal dihati, in čakal.	Niti črhnil ni, bil je kot okamenel in čakal.	E		annotator_D	E		annotator_C				E	entailment
P1761	Bil je popolnoma tiho, komaj si je upal dihati, in čakal.	Drl se je kot za stavo in drvel okoli, saj ni imel namena čakati.	C		annotator_D	C		annotator_C				C	contradiction
P1762	Bil je popolnoma tiho, komaj si je upal dihati, in čakal.	Ugrabitelj ga je iskal vsepovsod, on pa se je potuhnil pod mizo in ni dal iz sebe niti besedice.	N		annotator_D	N		annotator_G				N	neutral
P1763	Toda David je vedel, da ji ne bo nikoli povedal.	Sam pri sebi je razmišljal, kako bi ji povedal, da ji bo vse jasno.	C		annotator_G	C		annotator_D				C	contradiction
P1764	Toda David je vedel, da ji ne bo nikoli povedal.	David je bil prepričan, da ona tega ne bo izvedela iz njegovih ust.	E		annotator_G	E		annotator_D				E	entailment
P1765	»Saj sem ti hotela samo pomagati,« je hip zatem vzkipela.	Jezno je obrazložila, zakaj se je do nje poskušala vesti tako presenetljivo prijazno.	N		annotator_B	E		annotator_D	N		annotator_C	N	neutral
P1766	»Saj sem ti hotela samo pomagati,« je hip zatem vzkipela.	Takoj nato ni več zdržala: “Hotela sem le dobro!“	E		annotator_B	E		annotator_D				E	entailment
P1767	»Saj sem ti hotela samo pomagati,« je hip zatem vzkipela.	Zašepetala je, da je želela le ponuditi pomoč.	C		annotator_B	C		annotator_G				C	contradiction
P1768	Ravnotežje te reakcije je skoraj popolnoma pomaknjeno v desno ®, ker so hidroksidni ioni v tem primeru mnogo močnejša baza kot voda in oksonijevi ioni mnogo močnejša kislina kot voda.	Ta kemijska reakcija se nagiba močno na desno, saj so ioni OH tokrat veliko boljši bazni element, kot je to po navadi H2O, H30+ pa je veliko boljša kislina kot H20.	E		annotator_G	E		annotator_B				E	entailment
P1769	Vprašalnik so preizkušale svetovalne delavke, članice odbora za pripravo posveta, ki je bil v ta namen organiziran.	Sestavljen je bil poseben odbor za pripravo posveta, katerega članice (vse svetovalne delavke) so preverjale vprašalnik.	E		annotator_B	E		annotator_A				E	entailment
P1770	Vprašalnik so preizkušale svetovalne delavke, članice odbora za pripravo posveta, ki je bil v ta namen organiziran.	Vprašalnik bi morale preveriti članice v ta namen organiziranega odbora za pripravo posveta, vendar tega niso opravile.	C		annotator_B	C		annotator_C				C	contradiction
P1771	Vprašalnik so preizkušale svetovalne delavke, članice odbora za pripravo posveta, ki je bil v ta namen organiziran.	Vprašalnik se je pred uporabo preizkusil s strani visoko kvalificiranih članic na novo sestavljenega odbora pa pripravo posveta.	N		annotator_B	N		annotator_C				N	neutral
P1772	(3) Sodišče lahko na podlagi utemeljenih razlogov na prošnjo ustanoviteljev rok za izvedbo ustanovne skupščine podaljša za mesec dni.	Če obstajajo tehtni razlogi, lahko sodnik rok za ustanovitev ustanovne skupščine prestavi za trideset dni, če iz stvariteljevih rok prejme prošnjo za to.	E		annotator_G	E		annotator_A				E	entailment
P1773	(3) Sodišče lahko na podlagi utemeljenih razlogov na prošnjo ustanoviteljev rok za izvedbo ustanovne skupščine podaljša za mesec dni.	Ustanovitelj mora ustanovno skupščino sestaviti najpozneje v dveh mesecih po poteku s prospektom določenega roka za vpisovanje delnic.	N		annotator_G	N		annotator_B				N	neutral
P1774	Rincewind je pomeril z nogo, da bi jo brcnil, in zgrešil.	Čeprav sploh ni natančno meril, je Rincewind žogo podal z močnim brcom.	C		annotator_D	C		annotator_A				C	contradiction
P1775	Rincewind je pomeril z nogo, da bi jo brcnil, in zgrešil.	Na odločilni tekmi je kljub svojemu trudu žogo precej zgrešil.	N		annotator_D	N		annotator_B				N	neutral
P1776	Rincewind je pomeril z nogo, da bi jo brcnil, in zgrešil.	Želel jo je nabiti, pa je brcnil mimo, žoga je ostala na mestu.	E		annotator_D	E		annotator_G				E	entailment
P1777	Tudi protestov slovenske politike, ki jih je sprožilo stališče zveznega predsedstva o ustavnosti in zakonitosti odločitve, da bo vojaško sodišče poslovalo v srbohrvaškem jeziku, ni razumel.	Slovenski politiki so začeli proteste z namenom preprečitve poslovanja vojaškega sodišča v srbohrvaščini, čeprav je zvezno predsedstvo po dolgi razpravi potrdilo ustavnost tovrstnega delovanja.	N		annotator_A	N		annotator_C				N	neutral
P1778	Tudi protestov slovenske politike, ki jih je sprožilo stališče zveznega predsedstva o ustavnosti in zakonitosti odločitve, da bo vojaško sodišče poslovalo v srbohrvaškem jeziku, ni razumel.	Ni razumel demonstracij, ki jih je sprožila pozicija zveznega predsedstva glede ustavnosti in zakonitosti odločitve o delovanju vojaškega sodišča v srbohrvaščini.	E		annotator_A	E		annotator_D				E	entailment
P1779	Tudi protestov slovenske politike, ki jih je sprožilo stališče zveznega predsedstva o ustavnosti in zakonitosti odločitve, da bo vojaško sodišče poslovalo v srbohrvaškem jeziku, ni razumel.	V celoti je razumel in se strinjal s stališči protestnikov, ki so podprli odločitev zveznega predsedstva za delovanje vojaškega sodišča v uradnem jeziku, tj. srbohrvaščini.	C		annotator_A	C		annotator_G				C	contradiction
P1780	Prostornina piramide je enaka tretjini prostornine prizme z enako osnovno ploskvijo in enako višino.	Prizma ima za dve tretjini večji volumen od piramide, seveda v primeru, da imata obe telesi enako osnovno ploskev in sta enako visoki.	E		annotator_D	E		annotator_A				E	entailment
P1781	Prostornina piramide je enaka tretjini prostornine prizme z enako osnovno ploskvijo in enako višino.	Srednješolci si morajo pri matematiki zapomniti, da je volumen piramide ob določenih pogojih enak tretjini volumna prizme.	N		annotator_D	N		annotator_B				N	neutral
P1782	Prostornina piramide je enaka tretjini prostornine prizme z enako osnovno ploskvijo in enako višino.	Piramida je po volumnu večja od prizme, in to za kar tretjino, ima pa tudi večjo osnovno ploskev in je nekoliko višja.	C		annotator_D	C		annotator_G				C	contradiction
P1783	»Obljubila sem, da pridete,« je rekla med smehom.	“Prisegla sem jim, da vas ne bo,“ je resnobno odgovorila.	C		annotator_D	C		annotator_C				C	contradiction
P1784	»Obljubila sem, da pridete,« je rekla med smehom.	“Pojasnila sem jim, da boste prišli nekoliko kasneje,“ je povedala.	N		annotator_D	N		annotator_G				N	neutral
P1785	»Obljubila sem, da pridete,« je rekla med smehom.	“Zagotovila sem jim, da boste tam,“ je smejoč povedala.	E		annotator_D	E		annotator_G				E	entailment
P1786	Upravni nadzor določa zakon o zdravstveni dejavnosti kot nadzor nad zakonitostjo dela zdravstvenih zavodov in zasebnih zdravstvenih delavcev.	Nadzorstvo odredi zakon o zdravstveni dejavnosti, ki nadzira legitimnost dela zdravstvenih ustanov in zasebnih delavcev v zdravstvu.	E		annotator_D	E		annotator_A				E	entailment
P1787	Upravni nadzor določa zakon o zdravstveni dejavnosti kot nadzor nad zakonitostjo dela zdravstvenih zavodov in zasebnih zdravstvenih delavcev.	Upravni nadzor se ne ukvarja z zakoni, povezanimi z zdravstvom, ki preverjajo, če zdravstveni sistem deluje v skladu z zakonodajo.	C		annotator_D	C		annotator_B				C	contradiction
P1788	Upravni nadzor določa zakon o zdravstveni dejavnosti kot nadzor nad zakonitostjo dela zdravstvenih zavodov in zasebnih zdravstvenih delavcev.	Novi Zakon o zdravstveni dejavnosti določa številne nove predpise za delo zdravstvenih zavodov in omejuje zasebno dejavnost zdravstvenih delavcev.	N		annotator_D	N		annotator_C				N	neutral
P1789	Pred dolgo časa sem doživela nekaj zelo nenavadnega in takrat sem osivela.	Dosti začudenja je bilo v preteklosti, a sem se vedno pobrala.	N		annotator_H	N		annotator_B				N	neutral
P1790	Pred dolgo časa sem doživela nekaj zelo nenavadnega in takrat sem osivela.	Pred nekaj desetletji me je nekaj presenetilo, kar je spremenilo barvo las iz črne v sivo.	E		annotator_H	E		annotator_C				E	entailment
P1791	Pred dolgo časa sem doživela nekaj zelo nenavadnega in takrat sem osivela.	Kljub težkim dogodkom iz preteklosti lasje še vedno ohranjajo nekdanjo svežino in lesk.	C		annotator_H	C		annotator_D				C	contradiction
P1792	“Zelo dobro ste opravili z njim,“ je priznal.	“Glede na situacijo, ste za vse odlično poskrbeli,“ je bil zadovoljen.	N		annotator_D	E		annotator_B	N		annotator_C	N	neutral
P1793	“Zelo dobro ste opravili z njim,“ je priznal.	“Obupno ste napravili z njim,“ je zabrusil.	C		annotator_D	C		annotator_A				C	contradiction
P1794	“Zelo dobro ste opravili z njim,“ je priznal.	Pohvalil je, da so z njim vse ustrezno uredili.	E		annotator_D	E		annotator_B				E	entailment
P1795	Naročnik je z določbo po razpolaganju s strokovnim kadrom od ponudnikov zahteval, da izpolnijo izjavo iz katere je razvidno, da bo zadostno število strokovnega kadra opravljajo predmet javnega naročila.	Ponudniki so morali zaradi naročnikove določbe po razpolaganju s strokovnim kadrom izpolniti pomembno izjavo, ki pa se ni navezovala na število strokovnega kadra, ki opravlja predmet javnega naročila.	C		annotator_B	C		annotator_C				C	contradiction
P1796	Naročnik je z določbo po razpolaganju s strokovnim kadrom od ponudnikov zahteval, da izpolnijo izjavo iz katere je razvidno, da bo zadostno število strokovnega kadra opravljajo predmet javnega naročila.	Ponudniki so se bili zaradi naročnikove določbe po razpolaganju s strokovnim kadrom dolžni zavezati, da bo predmet javnega naročila korektno izveden.	N		annotator_B	N		annotator_G				N	neutral
P1797	Naročnik je z določbo po razpolaganju s strokovnim kadrom od ponudnikov zahteval, da izpolnijo izjavo iz katere je razvidno, da bo zadostno število strokovnega kadra opravljajo predmet javnega naročila.	Naročnik je svoje ponudnike z določbo po razpolaganju s strokovnim kadrom zavezal k izpolnitvi izjave, ki nakazuje, da bo predmet javnega naročila opravljalo dovoljšne število strokovnega kadra.	E		annotator_B	E		annotator_G				E	entailment
P1798	Če uveljavlja tožeča stranka v tožbi zoper isto toženo stranko več zahtevkov, ki se opirajo na isto dejansko in pravno podlago, se določi pristojnost po seštevku vrednosti vseh zahtevkov.	Kadar nekdo toži istega človeka za več stvari, ki so oprti na isto pravno in dejansko podlago, se sodišče ukvarja z vsakim zahtevkom posebej.	C		annotator_D	C		annotator_G				C	contradiction
P1799	Če uveljavlja tožeča stranka v tožbi zoper isto toženo stranko več zahtevkov, ki se opirajo na isto dejansko in pravno podlago, se določi pristojnost po seštevku vrednosti vseh zahtevkov.	Da ne prihaja do prevelikih zamud, so sodišča odločila, da pristojnost vseh zahtevkov tožeče stranke proti isti osebi določajo s seštevkom vrednosti vseh zahtevkov.	N		annotator_D	N		annotator_G				N	neutral
P1800	Če uveljavlja tožeča stranka v tožbi zoper isto toženo stranko več zahtevkov, ki se opirajo na isto dejansko in pravno podlago, se določi pristojnost po seštevku vrednosti vseh zahtevkov.	V primeru, da ima tožeči proti istemu toženemu več kot le eno zahtevo, nanašajočo se na isto podlago, je treba sešteti vrednost vseh zahtev in določiti pristojnost glede na to.	E		annotator_D	E		annotator_G				E	entailment
P1801	S pogledom je ošinil Susan, ki je stala zraven njega na ploščadi.	Susan, ki je hrepenela po njegovi pozornosti, je le ošvrknil s pogledom.	N		annotator_C	N		annotator_A				N	neutral
P1802	S pogledom je ošinil Susan, ki je stala zraven njega na ploščadi.	Bežno se je ozrl v smeri Susan, ki se je nahajala ob njem na ploščadi.	E		annotator_C	E		annotator_A				E	entailment
P1803	S pogledom je ošinil Susan, ki je stala zraven njega na ploščadi.	Stala sta drug ob drugem na ploščadi in Susan je namenil dolg, prodoren pogled.	C		annotator_C	C		annotator_I				C	contradiction
P1804	Škoda, da je tako dolgo trajalo, preden sem to spoznal.“	Ko bi vsaj trajalo še dlje, preden sem bil soočen s spoznanjem.	C		annotator_F	C		annotator_C				C	contradiction
P1805	Škoda, da je tako dolgo trajalo, preden sem to spoznal.“	Dolgo sem potreboval, da sem prišel do tega spoznanja.«	E		annotator_F	E		annotator_D				E	entailment
